id,archivo,linea,clasificacion,motivo,contenido_original
6661,cuentas_anuales.csv,7645,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"7000107,08-05-2024,compra,,Retiro parcial"
6662,cuentas_anuales.csv,2649,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"2000112,2024/03/15,compra,,Ingreso extra"
6663,cuentas_anuales.csv,3886,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"3000102,29/11/2024,compra,,Compra en tienda"
6664,cuentas_anuales.csv,8886,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"8000102,29/11/2024,compra,,Compra en tienda"
6665,cuentas_anuales.csv,6382,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000120,2024-07-26,retiro,,Ingreso mensual"
6666,cuentas_anuales.csv,1382,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000120,2024-07-26,retiro,,Ingreso mensual"
6667,cuentas_anuales.csv,7649,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"7000112,2024/03/15,compra,,Ingreso extra"
6668,cuentas_anuales.csv,3901,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"3000116,18/12/2024,deposito,,Ingreso navideño"
6669,cuentas_anuales.csv,2667,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"2000113,2024/09/13,retiro,,"
6670,cuentas_anuales.csv,8901,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"8000116,18/12/2024,deposito,,Ingreso navideño"
6671,cuentas_anuales.csv,1385,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000102,2024/08/30,retiro,,Ingreso navideño"
6672,cuentas_anuales.csv,6385,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000102,2024/08/30,retiro,,Ingreso navideño"
6673,cuentas_anuales.csv,228,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"107,21-03-2024,deposito,,Compra en tienda"
6674,cuentas_anuales.csv,3909,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"3000107,06/04/2024,retiro,,Ingreso mensual"
6675,cuentas_anuales.csv,7667,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"7000113,2024/09/13,retiro,,"
6676,cuentas_anuales.csv,1396,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000107,15-06-2024,compra,,"
6677,cuentas_anuales.csv,3940,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"3000117,19-04-2024,retiro,,Retiro parcial"
6678,cuentas_anuales.csv,8909,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"8000107,06/04/2024,retiro,,Ingreso mensual"
6679,cuentas_anuales.csv,6396,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000107,15-06-2024,compra,,"
6680,cuentas_anuales.csv,246,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"107,08/12/2024,compra,,Retiro parcial"
6681,cuentas_anuales.csv,6409,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000114,2024-03-16,compra,,Retiro parcial"
6682,cuentas_anuales.csv,8940,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"8000117,19-04-2024,retiro,,Retiro parcial"
6683,cuentas_anuales.csv,249,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"106,19/10/2024,deposito,,"
6684,cuentas_anuales.csv,1409,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000114,2024-03-16,compra,,Retiro parcial"
6685,cuentas_anuales.csv,6439,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000118,09/06/2024,retiro,,Ingreso navideño"
6686,cuentas_anuales.csv,256,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"105,2024-08-11,deposito,,Compra en tienda"
6687,cuentas_anuales.csv,1439,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000118,09/06/2024,retiro,,Ingreso navideño"
6688,cuentas_anuales.csv,271,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"108,2024-09-29,deposito,,Ingreso extra"
6689,cuentas_anuales.csv,5228,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000107,21-03-2024,deposito,,Compra en tienda"
6690,cuentas_anuales.csv,2707,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"2000103,13-09-2024,compra,,"
6691,cuentas_anuales.csv,3966,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"3000111,07-03-2024,deposito,,Ingreso mensual"
6692,cuentas_anuales.csv,8966,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"8000111,07-03-2024,deposito,,Ingreso mensual"
6693,cuentas_anuales.csv,7707,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"7000103,13-09-2024,compra,,"
6694,cuentas_anuales.csv,1472,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000116,2024/03/10,retiro,,Ingreso mensual"
6695,cuentas_anuales.csv,6472,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000116,2024/03/10,retiro,,Ingreso mensual"
6696,cuentas_anuales.csv,2790,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"2000110,08-02-2024,compra,,Retiro parcial"
6697,cuentas_anuales.csv,1491,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000104,31/05/2024,retiro,,"
6698,cuentas_anuales.csv,5246,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000107,08/12/2024,compra,,Retiro parcial"
6699,cuentas_anuales.csv,9006,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000120,2024/04/11,compra,,Ingreso mensual"
6700,cuentas_anuales.csv,4006,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000120,2024/04/11,compra,,Ingreso mensual"
6701,cuentas_anuales.csv,7790,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"7000110,08-02-2024,compra,,Retiro parcial"
6702,cuentas_anuales.csv,6491,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000104,31/05/2024,retiro,,"
6703,cuentas_anuales.csv,2793,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"2000105,01/09/2024,deposito,,Ingreso mensual"
6704,cuentas_anuales.csv,1516,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000113,13/12/2024,compra,,Ingreso navideño"
6705,cuentas_anuales.csv,5249,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000106,19/10/2024,deposito,,"
6706,cuentas_anuales.csv,7793,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"7000105,01/09/2024,deposito,,Ingreso mensual"
6707,cuentas_anuales.csv,6516,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000113,13/12/2024,compra,,Ingreso navideño"
6708,cuentas_anuales.csv,1526,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000102,2024/12/27,retiro,,Compra en tienda"
6709,cuentas_anuales.csv,5256,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000105,2024-08-11,deposito,,Compra en tienda"
6710,cuentas_anuales.csv,6526,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000102,2024/12/27,retiro,,Compra en tienda"
6711,cuentas_anuales.csv,318,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"119,2024/02/29,compra,,Ingreso mensual"
6712,cuentas_anuales.csv,9053,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000102,2024/11/05,retiro,,Ingreso navideño"
6713,cuentas_anuales.csv,6530,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000116,04-04-2024,compra,,Ingreso navideño"
6714,cuentas_anuales.csv,363,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"105,17/12/2024,retiro,,Retiro parcial"
6715,cuentas_anuales.csv,5271,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000108,2024-09-29,deposito,,Ingreso extra"
6716,cuentas_anuales.csv,1530,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000116,04-04-2024,compra,,Ingreso navideño"
6717,cuentas_anuales.csv,4053,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000102,2024/11/05,retiro,,Ingreso navideño"
6718,cuentas_anuales.csv,7842,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"7000114,2024-05-18,deposito,,Retiro parcial"
6719,cuentas_anuales.csv,2842,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"2000114,2024-05-18,deposito,,Retiro parcial"
6720,cuentas_anuales.csv,9070,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000104,2024/07/31,deposito,,Compra en tienda"
6721,cuentas_anuales.csv,4070,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000104,2024/07/31,deposito,,Compra en tienda"
6722,cuentas_anuales.csv,7849,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"7000112,2024/08/11,deposito,,"
6723,cuentas_anuales.csv,371,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"104,2024-07-17,compra,,Retiro parcial"
6724,cuentas_anuales.csv,2849,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"2000112,2024/08/11,deposito,,"
6725,cuentas_anuales.csv,4072,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000117,2024-01-12,retiro,,Ingreso extra"
6726,cuentas_anuales.csv,7851,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"7000107,2024-02-07,deposito,,Ingreso navideño"
6727,cuentas_anuales.csv,374,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"111,04/05/2024,deposito,,Ingreso navideño"
6728,cuentas_anuales.csv,9072,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000117,2024-01-12,retiro,,Ingreso extra"
6729,cuentas_anuales.csv,2851,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"2000107,2024-02-07,deposito,,Ingreso navideño"
6730,cuentas_anuales.csv,5318,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000119,2024/02/29,compra,,Ingreso mensual"
6731,cuentas_anuales.csv,7856,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"7000118,20/05/2024,retiro,,Ingreso mensual"
6732,cuentas_anuales.csv,379,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"117,01-11-2024,deposito,,"
6733,cuentas_anuales.csv,4098,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000117,2024-05-18,deposito,,Ingreso mensual"
6734,cuentas_anuales.csv,9098,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000117,2024-05-18,deposito,,Ingreso mensual"
6735,cuentas_anuales.csv,5363,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000105,17/12/2024,retiro,,Retiro parcial"
6736,cuentas_anuales.csv,2856,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"2000118,20/05/2024,retiro,,Ingreso mensual"
6737,cuentas_anuales.csv,382,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"120,2024-07-26,retiro,,Ingreso mensual"
6738,cuentas_anuales.csv,7867,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"7000101,01-09-2024,compra,,"
6739,cuentas_anuales.csv,4127,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000103,2024-07-12,deposito,,"
6740,cuentas_anuales.csv,385,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"102,2024/08/30,retiro,,Ingreso navideño"
6741,cuentas_anuales.csv,2867,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"2000101,01-09-2024,compra,,"
6742,cuentas_anuales.csv,9127,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000103,2024-07-12,deposito,,"
6743,cuentas_anuales.csv,5371,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000104,2024-07-17,compra,,Retiro parcial"
6744,cuentas_anuales.csv,7878,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"7000101,27-05-2024,deposito,,Ingreso navideño"
6745,cuentas_anuales.csv,2878,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"2000101,27-05-2024,deposito,,Ingreso navideño"
6746,cuentas_anuales.csv,396,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"107,15-06-2024,compra,,"
6747,cuentas_anuales.csv,9137,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000114,2024/10/16,retiro,,Ingreso mensual"
6748,cuentas_anuales.csv,4137,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000114,2024/10/16,retiro,,Ingreso mensual"
6749,cuentas_anuales.csv,5374,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000111,04/05/2024,deposito,,Ingreso navideño"
6750,cuentas_anuales.csv,7886,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"7000102,29/11/2024,compra,,Compra en tienda"
6751,cuentas_anuales.csv,6581,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000105,2024/03/11,retiro,,Ingreso navideño"
6752,cuentas_anuales.csv,2886,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"2000102,29/11/2024,compra,,Compra en tienda"
6753,cuentas_anuales.csv,5379,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000117,01-11-2024,deposito,,"
6754,cuentas_anuales.csv,1581,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000105,2024/03/11,retiro,,Ingreso navideño"
6755,cuentas_anuales.csv,7901,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"7000116,18/12/2024,deposito,,Ingreso navideño"
6756,cuentas_anuales.csv,6605,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000109,2024-09-03,retiro,,Ingreso navideño"
6757,cuentas_anuales.csv,409,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"114,2024-03-16,compra,,Retiro parcial"
6758,cuentas_anuales.csv,1605,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000109,2024-09-03,retiro,,Ingreso navideño"
6759,cuentas_anuales.csv,2901,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"2000116,18/12/2024,deposito,,Ingreso navideño"
6760,cuentas_anuales.csv,6613,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000118,11/01/2024,retiro,,"
6761,cuentas_anuales.csv,5382,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000120,2024-07-26,retiro,,Ingreso mensual"
6762,cuentas_anuales.csv,439,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"118,09/06/2024,retiro,,Ingreso navideño"
6763,cuentas_anuales.csv,1613,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000118,11/01/2024,retiro,,"
6764,cuentas_anuales.csv,6621,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000114,2024/09/16,compra,,Ingreso extra"
6765,cuentas_anuales.csv,472,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"116,2024/03/10,retiro,,Ingreso mensual"
6766,cuentas_anuales.csv,5385,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000102,2024/08/30,retiro,,Ingreso navideño"
6767,cuentas_anuales.csv,6645,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000107,08-05-2024,compra,,Retiro parcial"
6768,cuentas_anuales.csv,7909,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"7000107,06/04/2024,retiro,,Ingreso mensual"
6769,cuentas_anuales.csv,4228,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000107,21-03-2024,deposito,,Compra en tienda"
6770,cuentas_anuales.csv,9228,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000107,21-03-2024,deposito,,Compra en tienda"
6771,cuentas_anuales.csv,5396,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-6],"5000107,15-06-2024,compra,,"
6772,cuentas_anuales.csv,491,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-1],"104,31/05/2024,retiro,,"
6773,cuentas_anuales.csv,1621,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000114,2024/09/16,compra,,Ingreso extra"
6774,cuentas_anuales.csv,7940,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"7000117,19-04-2024,retiro,,Retiro parcial"
6775,cuentas_anuales.csv,4246,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000107,08/12/2024,compra,,Retiro parcial"
6776,cuentas_anuales.csv,1645,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000107,08-05-2024,compra,,Retiro parcial"
6777,cuentas_anuales.csv,6649,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-3],"6000112,2024/03/15,compra,,Ingreso extra"
6778,cuentas_anuales.csv,9246,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000107,08/12/2024,compra,,Retiro parcial"
6779,cuentas_anuales.csv,2909,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-4],"2000107,06/04/2024,retiro,,Ingreso mensual"
6780,cuentas_anuales.csv,7966,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-5],"7000111,07-03-2024,deposito,,Ingreso mensual"
6781,cuentas_anuales.csv,9249,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-2],"9000106,19/10/2024,deposito,,"
6782,cuentas_anuales.csv,4249,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-8],"4000106,19/10/2024,deposito,,"
6783,cuentas_anuales.csv,1649,OMITIDO,Monto vacio o no numerico: '' [hilo=batch-particion-7],"1000112,2024/03/15,compra,,Ingreso extra"
